Tweet_ID;Tweet_Text;Aspek;Sentimen;Alasan
452;ngapain takut kan memang sudah deforestasi luar biasa dan sia2 juga lanjut saja mau bapak apa lanjut hancurkanlah alam sehancur-hancurnya jangan tanggung2 sip;ENVIRONMENTAL_IMPACT;Negatif;Sarkasme pedas mengkritik sikap acuh terhadap kerusakan alam
453;padahal salah satu alasan cpo indo ditolak sama eropa ya karena bikin deforestasi, masih saja tidak nyadar2;ENVIRONMENTAL_IMPACT;Negatif;Mengkritik ketidaksadaran dampak deforestasi pada ekspor CPO ke Eropa
454;susah payah kampanye deforestasi malah didukung presiden sendiri salah satu sumber deforestasinya lucu banget bzirr negara ini;ENVIRONMENTAL_IMPACT;Negatif;Mengkritik ironi dukungan presiden terhadap deforestasi saat ada kampanye melawannya
455;gue marah banget banget anjirrrrr mulai dari transum makin terbatas, bpjs tidak jelas, ekonomi juga tidak bener incl ppn 12% ini ditambah mau deforestasi deforestasi ngubah hutan heterogen jadi perkebunan monokultur anjir lahh;ENVIRONMENTAL_IMPACT;Negatif;Mengungkapkan kemarahan ekstrem terhadap berbagai kebijakan termasuk deforestasi
456;itsnews mahasiswa its inovasikan pembersih panel surya otomatis surabaya, 31 desember 2024 panel surya yang umumnya diletakkan di bagian atap bangunan menyebabkan posisinya sulit dijangkau untuk dibersihkan;ENERGY_TECHNOLOGY;Positif;Melaporkan inovasi mahasiswa ITS untuk teknologi panel surya
457;sawit dan deforestasi sumatra masa lalu, kalimantan masa sekarang, papua masa depan, ujar seseorang terkait sawit benar bahwa kebanyakan kita akan butuh minyak goreng dan produk turunan sawit namun, bisakah seimbang dengan alam;ENVIRONMENTAL_IMPACT;Negatif;Mengkritik pola perluasan sawit yang mengancam Papua dan mempertanyakan keseimbangan dengan alam
458;ni klo didata di kolti sudah tidak lulus compliance eudr ckckck alias full kena sign deforestasi n produknya tdk bisa diekspor ke eropaðŸ¥°;ENVIRONMENTAL_IMPACT;Negatif;Menyindir kegagalan memenuhi standar EUDR karena deforestasi yang berdampak pada ekspor
459;ini pentingnya presiden harus dikelilingi ilmuan, akademisi, ahli, pakar, praktisi, bukan pengusaha prabowo deforestasi;ENVIRONMENTAL_IMPACT;Negatif;Mengkritik kurangnya konsultan ilmiah dalam tim presiden terkait isu deforestasi
460;ladang sawit sm sawah bukannya sama2 deforestasi ya...padi bukannya rakus air...deforestasi bkannya dmulai stlh manusia tidak nomaden lg...yg tidak jelas itu ya tahu sndirilah;ENVIRONMENTAL_IMPACT;Netral;Membandingkan dampak sawit dan sawah terhadap deforestasi dengan nada bingung
461;yaallah dengan gampangnya ngeremehin deforestasi trus anj kok bisa mikir mau marakin kebun monokultur anj anj plislah pakar pakar di sekitarnya lu ajarin doi kasitao doi yaallah;ENVIRONMENTAL_IMPACT;Negatif;Mengkritik keras sikap meremehkan deforestasi dan perluasan monokultur
462;kalau patokannya beliau ini yang berdaun itu pohon dan menanamnya mencegah deforestasi, kenapa kelapa sawit dan bukannya bunga poppy sekalian ya;ENVIRONMENTAL_IMPACT;Negatif;Menyindir logika sederhana dengan analogi bunga poppy yang juga berdaun
463;bukan ahlinya, berani banget blg tidak usah takut perluasan kebun sawit bikin deforestasi secara logis saja sudah aneh hutan jadi kebon;ENVIRONMENTAL_IMPACT;Negatif;Mengkritik keberanian berbicara tanpa keahlian tentang dampak perluasan sawit
464;sumpah ini yang ngomong tidak usah takut deforestasi hutan asbun banget;ENVIRONMENTAL_IMPACT;Negatif;Mengkritik dengan bahasa gaul pernyataan yang meremehkan deforestasi
465;bisa2 nya ci ndut itu bilang tidak usah takut deforestasi apakah dia berpikir semua makhluk pemakan kelapa dari awal mau dipasangkan dengan anak haram konstitusi saja gw tahu ni orang bakal problematik klo menjabat huft;ENVIRONMENTAL_IMPACT;Negatif;Mengkritik dengan bahasa kasar dan memprediksi masalah di masa depan
466;semoga someday bapak ini dikejar orang utan, dikerubungi semut api, apa ketiban telek rombongan burung yang lagi migrasi kesel enteng banget remehin deforestasi gblk;ENVIRONMENTAL_IMPACT;Negatif;Mengutuk dengan harapan balasan alam karena meremehkan deforestasi
467;kelapa sawit ditanam stlh tebang hutan pohon2 deforestasi uni eropa melarang import kelapa sawit karena ini pohon tumbuh pesat, supply melimpah tapi tidak bisa dapet devisa karena tidak laku harga anjlok, petani rugi, konsumen untung boleh juga sih terori omon2 ini wkwkwk;ENVIRONMENTAL_IMPACT;Negatif;Menjelaskan siklus negatif sawit dari deforestasi hingga dampak ekonomi dengan nada sinis
468;penanaman sawit itu bukan bagian dari deforestasi kan sama2 punya daun dan nyerap karbon dioksida lu lulus sekolah tidak sih ngntttttttttttt;ENVIRONMENTAL_IMPACT;Negatif;Mengkritik dengan sangat kasar argumen bahwa sawit bukan deforestasi
469;mari kita tanam toge untuk kurangi deforestasi, toh ada daunnya;ENVIRONMENTAL_IMPACT;Negatif;Menyindir dengan analogi toge untuk mengkritik logika sederhana tentang tanaman berdaun
470;ayo kita bedah satu-persatu : 1 kenapa deforestasi itu berbahaya karena kegiatan deforestasi ini akan melibatian penbangan pohon-pohon besar yang menjadi supply o2 untuk manusia dan seisinya selain itu juga dalam kegiatan deforestasi ini juga melibatian pembakaran hutan nah;ENVIRONMENTAL_IMPACT;Positif;Memulai penjelasan edukatif tentang bahaya deforestasi dengan nada mengkritik
471;bapak ini tahu tidak sih deforestasi buat sawit tu harus bakar lahan tahu tidak kalau lahan bekas sawit tidak bisa ditanemin lagi tahu tidak kalau banjir di kalimantan salah satunya karena masifnya lahan sawit jadi presiden jangan kapitalis amat lah pak anda presiden, bukan pengusaha;ENVIRONMENTAL_IMPACT;Negatif;Mengkritik dengan serangkaian pertanyaan retoris tentang dampak negatif sawit
472;geothermal dan dampaknya bagi kehidupan masyarakat;ENERGY_TECHNOLOGY;Netral;Hanya menyebutkan topik geothermal tanpa konteks atau opini yang jelas
473;aku sedih banget pas baca engga usah takut deforestasi;ENVIRONMENTAL_IMPACT;Positif;Mengungkapkan kesedihan terhadap pernyataan yang meremehkan deforestasi
474;gak usah takut membahayakan, deforestasi, kelapa sawit ya pohon, ada daunnya kan memang kelapa sawit itu pohon, tetapi menghancurkan hutan yang terdiri dari ribuan spesies flora dan fauna, dan digantikan dengan 1 tanaman itu bencana, pak ini sudah ada penelitiannya a thread;ENVIRONMENTAL_IMPACT;Positif;Mengkritik dengan menjelaskan perbedaan antara hutan beragam dan monokultur sawit
475;selain indonesia emas 2045, saya juga sepakat dengan visi indonesia sawit bahkan jika dibutuhkan, untuk sawit ini, tidak perlu nunggu lama-lama sampai 2045 besok banget langsung eksekusi juga gas deforestasi itu hanya akal-akalan saintis saja karena mereka tidak cuan huh;ENVIRONMENTAL_IMPACT;Negatif;Sarkasme mendukung sawit dan menganggap deforestasi sebagai rekayasa ilmuwan
476;beliau ini sebetulnya kalau mau belajar lagi soal sawit dan deforestasi tentu saja bisa sayangnya beliau memilih untuk enggak belajar dan mengajak masyarakat untuk tetap berpikiran dangkal;ENVIRONMENTAL_IMPACT;Negatif;Mengkritik pilihan untuk tidak belajar dan menyebarkan pemikiran dangkal tentang deforestasi
477;pasti biologi nya remed, perkara deforestasi saja kaga paham basicnya;ENVIRONMENTAL_IMPACT;Negatif;Mengkritik ketidakpahaman dasar tentang biologi dan deforestasi
478;ketua umum partai golkar bahlil lahadalia menyampaikan pertemuan para ketua umum koalisi indonesia maju kim di kertanegara pada akhir pekan kemarin membahas evaluasi menteri dalam dua bulan terakhir dan membahas evaluasi natal dan tahun baru, selasa 31/12;GOVERNMENT_POLICY;Netral;Melaporkan pertemuan politik tanpa opini pribadi
479;selain masalah deforestasi, by the time itu sawit siap panen paling bapak gemoy ini sudah lengser itupun kalau semua yang ditanam berhasil kalau mau cpo yang berkualitas harus pakai bibit yang berkualitas, yakinkah pemerintah bisa provide ini;ENVIRONMENTAL_IMPACT;Negatif;Mempertanyakan kapasitas pemerintah menyediakan bibit berkualitas sambil menyindir masa jabatan
480;tanam ganja saja sekalian pak, toh ganja juga punya daun kan, bisa nyerap karbon dioksida juga;ENVIRONMENTAL_IMPACT;Negatif;Sarkasme dengan analogi ganja untuk mengkritik logika sederhana tentang tanaman berdaun
481;kebetulan di pljrn ipa kls 7 smt 2 ada materi kek gni, tentang ekosistem hayati dll salah satu hal yang tidak boleh dilakukan adalah deforestasi ingat yang tidak boleh dilakukan, rugi dong ada materi kek gtuan di buku anak kcil saja tau, kok dy tidak paham sih heran otakny dimana y;ENVIRONMENTAL_IMPACT;Negatif;Mengkritik dengan merujuk pembelajaran IPA tingkat SMP tentang bahaya deforestasi
482;art energy inisiator: h hardi kementerian esdm x bpmigas, 2012 hc, 146 halaman rp 55.000;ENERGY_TECHNOLOGY;Netral;Promosi buku tentang energi tanpa opini yang jelas
483;menteri esdm, bahlil lahadalia: skema baru gross split pacu investasi hulu migas;GOVERNMENT_POLICY;Positif;Melaporkan kebijakan positif menteri ESDM untuk investasi migas
484;sobat gatrik, wakil menteri esdm yuliot tanjung memastikan pasokan listrik untuk sumatera utara dipastikan andal untuk natal dan tahun baru 2025 hal ini disampaikan saat kunjungan kerja ke unit pelaksana pengatur beban sumatera bagian utara up2b sumbagut pt pln persero di;ENERGY_ACCESS;Positif;Melaporkan jaminan pasokan listrik andal untuk masyarakat Sumut
485;masih deforestasi tidak sih karena hutan sebelumnya dialihfungsikan ke sektor perkebunan padahal masih banyak hgu yang tidak jelas manfaatnya buat masyarakat sudah mau ekspansi saja btw, penanaman sawit bukannya memperburuk tanah ya;ENVIRONMENTAL_IMPACT;Negatif;Mempertanyakan alih fungsi hutan dan dampak sawit terhadap kualitas tanah
486;ngacoooo yang bilang nambah lahan kelapa sawit tidak bikin deforestasi;ENVIRONMENTAL_IMPACT;Negatif;Mengkritik dengan bahasa gaul pernyataan yang menyangkal deforestasi sawit
487;kon tidak isok urip tanpa hutan, cuk dunyo wes panas, kok tambah kape disawiti uteke cobak digawe jare seneng moco buku, mbok diwoco buku soal lingkungan, dampak deforestasi mikir;ENVIRONMENTAL_IMPACT;Negatif;Mengkritik dengan bahasa Jawa tentang pentingnya hutan dan dampak deforestasi
488;anjirr hal yang paling aku takutkan adalah climate change;ENVIRONMENTAL_IMPACT;Negatif;Mengungkapkan ketakutan terhadap perubahan iklim
489;2024 penuh cerita seru bersama kalian terima kasih untuk semua streamer idn app yang sudah berbagi inspirasi, dan energi positif sepanjang tahun ini kita sambut 2025 dengan energi baru serubarengidnlive;OTHER;Netral;Ucapan terima kasih untuk komunitas streaming dengan semangat energi baru
490;hutan yang terbentuk secara alami melalui proses puluhan ribu tahun saja gabisa digantiin dengan tanam bibit baru, tapi kata pak presiden gausah takut sama deforestasi babat habis hutan, ganti semua pohon jadi kelapa sawit, karena kelapa sawit ada daunnya merdeka;ENVIRONMENTAL_IMPACT;Negatif;Mengkritik dengan sarkasme tentang penggantian hutan alami dengan sawit
491;jangan takut sm deforestasi janganðŸ˜­takutðŸ˜­samaðŸ˜­deforestasiðŸ˜­;ENVIRONMENTAL_IMPACT;Negatif;Mengungkapkan kesedihan dengan emoticon menangis terhadap pernyataan deforestasi
492;nangis bet buat tugas kuliah saja gue sampe pusing eneg nyari akibat dari deforestasi sama penanaman sawit, ini buat negara tidak research sama sekali;ENVIRONMENTAL_IMPACT;Negatif;Mengkritik kurangnya riset pemerintah tentang dampak deforestasi dan sawit
493;just want to say, covid 19 dan penyakit zoonosis lain adalah direct consequence dari deforestasi setiap kali kita buka hutan dan kontak dengan satwa liar, selalu ada peluang untuk terjadi pandemi lain you know;ENVIRONMENTAL_IMPACT;Negatif;Menjelaskan kaitan deforestasi dengan pandemi dan penyakit zoonosis
494;gasuntukrakyat gas bumi adalah solusi energi bersih yang terjangkau untuk rakyat indonesia dengan kebijakan bebas ppn sesuai pp no 49 tahun 2022 bumnuntukindonesia;ENERGY_ACCESS;Positif;Mempromosikan gas bumi sebagai energi bersih terjangkau dengan kebijakan bebas PPN
495;lagi sebel pasal statement deforestasi buat sawit, x selalu punya bright side kyk gini hwhwhwhw;ENVIRONMENTAL_IMPACT;Negatif;Mengungkapkan kekesalan terhadap pernyataan deforestasi untuk sawit
496;statement gausah takut deforestasi menurut gua hal bodoh seolah gausah peduli, di sini environmental ethic beliau dipertanyakan jokowi dulu ikut paris aggreement/ndc sbg komitmen untuk menuju zero emission, ini kok bertentangan ya;ENVIRONMENTAL_IMPACT;Negatif;Mengkritik kontradiksi dengan komitmen Paris Agreement dan mempertanyakan etika lingkungan
497;deforestasi kelapa sawit itu pohon ada daunnya sa yang 4 tahun kerja di anti-deforestasi program langsung pening pucuk pimpinan pemikirannya begini deforestasi artinya hutannya hilang pakk, kl sawit pada ngumpul namanya perkebunan konversi hutan perkebunan penyebab deforestasi;ENVIRONMENTAL_IMPACT;Negatif;Kritik dari praktisi anti-deforestasi menjelaskan perbedaan hutan dan perkebunan
498;gw emosi habis lihat postingan greenpeace si gemoy ini bilang sawit itu pohon juga ya bener jadi bukan penyebab deforestasi pls go to the hell;ENVIRONMENTAL_IMPACT;Negatif;Mengungkapkan emosi dan kemarahan terhadap logika sawit bukan penyebab deforestasi
499;jangan pembenaran deforestasi untuk program food estate yg gagal karena sama-sama daun cok cok, kek kalimantan kemarin jadi banjir hebat semenjak ada ikn dan food estate kok tidak belajar;ENVIRONMENTAL_IMPACT;Negatif;Mengkritik pembenaran deforestasi dengan mengaitkan banjir Kalimantan dan food estate
500;tidak perlu mengkhwatirkan perluasan lahan sawit karena itu bukan deforestasi, karena sawit tetap ada daunnya speechless ini presiden yang ngomong deforestasi itu jelas hutan yang di babat ya seringnya untuk kebutuhan perkebunan kebun sawit bisa gak;ENVIRONMENTAL_IMPACT;Negatif;Mengkritik pernyataan presiden dengan menjelaskan definisi deforestasi
501;innalillahi dikira pohon sekedar ada batang daun akar sudah bisa dianggap mengganti hasil deforestasi;ENVIRONMENTAL_IMPACT;Negatif;Mengungkapkan kesedihan religius terhadap penyederhanaan konsep pohon pengganti hutan
502;berapa kali lagi pernyataan soal deforestasi ini bakal lewat tl gue;ENVIRONMENTAL_IMPACT;Negatif;Mengungkapkan kelelahan melihat pernyataan kontroversial tentang deforestasi
503;kyknya pelajaran ipa buat sd/smp musti bahas deforestasi oleh krbun kelapa sawit biar kita kagak dikibulin sebegininya sm orang bego;ENVIRONMENTAL_IMPACT;Negatif;Mengusulkan pendidikan tentang deforestasi sawit agar masyarakat tidak mudah dibohongi
504;mantab presidenmu tidak paham deforestasi, oke gas oke gas;ENVIRONMENTAL_IMPACT;Positif;Sarkasme mengkritik ketidakpahaman presiden tentang deforestasi
505;presiden ri prabowo subianto menyatakan, indonesia perlu menambah lahan kelapa sawit, karena menjadi komoditas penting dan diperebutkan banyak negara prabowo berpandangan supaya indonesia menambah lahan kelapa sawit tanpa takut dinilai membahayakan dan menyebabkan deforestasi;ENVIRONMENTAL_IMPACT;Netral;Melaporkan pernyataan resmi presiden tentang perluasan lahan sawit
506;tololnya tidak ketolong anjirrrrrrr, pls dia gaada tim humas or anything kah sampe bisa ngomong kayak gitu dari sekolah jg diajarin sudah soal deforestasi bisa bisanya dia ngomong gitu tolollllll presiden tolol;ENVIRONMENTAL_IMPACT;Negatif;Mengkritik dengan sangat kasar dan mempertanyakan tim komunikasi presiden
507;tentang sawit dan deforestasi, kirain wakilnya doang yang kosong;ENVIRONMENTAL_IMPACT;Negatif;Menyindir bahwa bukan hanya wakil presiden yang dianggap tidak kompeten
508;ketum partai golkar bahlil lahadalia, mengusulkan tahapan sistem konvensi sebagai bagian mekanisme pemilihan kepala daerah, selain usulan pemilihan melalui dprd newsupdate update news oneliner;GOVERNMENT_POLICY;Netral;Melaporkan usulan Bahlil tentang sistem pemilihan kepala daerah
509;deforestasi adalah proses penebangan hutan tidak mudah untuk menyederhanakan bahwa yang ditebang adalah pohon makanya penggunaan deforestasi melekat pada hutan bukan pohon sekali lagi yang dibabat adalah hutan;ENVIRONMENTAL_IMPACT;Positif;Menjelaskan definisi deforestasi untuk mengkritik penyederhanaan konsep
510;ketua umum partai golkar, bahlil lahadalia mengatakan mereka akan mengkaji sistem demokrasi baik soal pemilihan legislatif maupun pemilihan kepala daerah termasuk soal pilkada lewat dprd, selasa 31/12 sore;GOVERNMENT_POLICY;Netral;Melaporkan rencana kajian sistem demokrasi oleh Golkar
511;ketum golkar bahlil lahadalia tengah mempertimbangkan segala opsi perbaikan sistem pilkada di indonesia yang disebut berbiaya tinggi;GOVERNMENT_POLICY;Netral;Melaporkan pertimbangan Bahlil untuk perbaikan sistem pilkada
512;"perkebunan sawit dianggap sebagai penyebab deforestasi meskipun secara fisik terlihat seperti hutan, karena ada perbedaan mendasar antara perkebunan kelapa sawit dan ekosistem hutan alami: 1 keanekaragaman hayati hutan alami memiliki tingkat keanekaragaman hayati yang sangat""";ENVIRONMENTAL_IMPACT;Positif;Menjelaskan secara edukatif mengapa sawit dianggap deforestasi meskipun terlihat seperti hutan
513;bangsa ini adalah bangsa yang lemah menghadapi koruptor, lemah menghadapi rezim perusak bumi indonesia, lemah anak-anakku harus aku selamatkan dari kerusakan bumi indonesia;ENVIRONMENTAL_IMPACT;Negatif;Mengkritik kelemahan bangsa menghadapi perusakan lingkungan dan korupsi
514;disaat yang sama, presidenmu bilang kalau kita tidak perlu menghiraukan deforestasi lucu kan;ENVIRONMENTAL_IMPACT;Negatif;Menyindir kontradiksi sikap pemerintah terhadap isu lingkungan
515;bambang gatot ariyono, mantan direktur jenderal mineral dan batubara kementerian energi dan sumber daya mineral esdm, mengajukan eksepsi;OTHER;Netral;Melaporkan perkembangan hukum mantan pejabat ESDM tanpa konteks EBT
516;menteri esdm, bahlil lahadalia nilai skema baru gross split mampu pacu investasi hulu migas bahlillahadalia kuningkeren golkarindonesia partaigolkar golkarpedia;GOVERNMENT_POLICY;Positif;Melaporkan penilaian positif menteri ESDM terhadap skema gross split migas
517;bahlil lahadalia bangga partai golkar capai target 60 persen dan jadi pemenang kedua pilkada 2024 partaigolkar golkarindonesia bahlillahadalia golkarpedia golkarsolid;GOVERNMENT_POLICY;Positif;Melaporkan kebanggaan Bahlil atas pencapaian Golkar di pilkada
518;ndu lihat ndut, ini akibat dari deforestasi;ENVIRONMENTAL_IMPACT;Negatif;Menunjukkan dampak negatif deforestasi dengan bahasa informal
519;tidak kebayang hilangnya keragaman hayati tanaman tanaman endemik gara-gara deforestasi belum lagi perbudakan dan bencana lingkungan;ENVIRONMENTAL_IMPACT;Negatif;Mengkhawatirkan hilangnya biodiversitas dan dampak sosial deforestasi
520;tidak perlu khawatir soal deforestasi;ENVIRONMENTAL_IMPACT;Negatif;Mengkritik sikap tidak peduli terhadap deforestasi
521;deforestasi itu tidak berbahaya pala bapakmu;ENVIRONMENTAL_IMPACT;Negatif;Mengkritik dengan bahasa kasar pernyataan yang meremehkan bahaya deforestasi
522;bahlil lahadalia;GOVERNMENT_POLICY;Netral;Hanya menyebut nama menteri tanpa konteks
523;ketua dpp partai golkar, bahlil lahadalia, menegaskan bahwa ide penundaan pemilihan presiden pilpres 2024 berasal darinya, bukan dari presiden joko widodo bahlil jokowi hastokristiyanto pdip news ntvnewsid;GOVERNMENT_POLICY;Netral;Melaporkan pengakuan Bahlil tentang ide penundaan pilpres
524;bang sy punya 5kalimat paling lucu tutup tahun ini: - ppn 12% untuk rakyat bukan beban - bikin hoax hanya dimutasi - koruptor 3oot divonis ringan - peluasan kebun sawit bukan deforestasi - 3 besar presiden terkorupsi sedunia dan kita hanya bisa hahahihi;GOVERNMENT_POLICY;Negatif;Menyindir berbagai kebijakan kontroversial pemerintah termasuk sawit dan deforestasi
525;kaleidoskop 2024: langkah konkret pln dukung transisi energi;ENERGY_TECHNOLOGY;Positif;Melaporkan dukungan PLN untuk transisi energi sepanjang 2024
526;sawit tanpa deforestasi;ENVIRONMENTAL_IMPACT;Netral;Menyindir dengan tanda kurung konsep sawit tanpa deforestasi
527;langsung nyari tweet mas banyu soal sawit jadi bapak ini tahu deforestasi apa ndak;ENVIRONMENTAL_IMPACT;Negatif;Mempertanyakan pemahaman seseorang tentang deforestasi
528;ikatan bem pertanian indonesia kalau diem-diem saja soal pernyataan prabowo soal deforestasi kocak sih;ENVIRONMENTAL_IMPACT;Negatif;Mengkritik keheningan organisasi mahasiswa pertanian terhadap isu deforestasi
529;statementnya prabowo ini parah bgt goblok ini orang kaga ngarti sepenting apa biodiversity dan ekosistem yang ada di hutan lu bilang begini seolah2 biar ladang uang lu aman sakit bat ancrit hati mungil gw, gw secinta itu sama hutan, sama hewan2 dan lu bilang deforestasi;ENVIRONMENTAL_IMPACT;Negatif;Mengkritik dengan sangat emosional ketidakpahaman tentang biodiversitas hutan
530;gas bumi adalah solusi energi bersih yang terjangkau untuk rakyat indonesia gasuntukrakyat;ENERGY_ACCESS;Positif;Mempromosikan gas bumi sebagai solusi energi bersih untuk rakyat
531;pak serius lu ngomong begini pak pemerintah punya janji folunetsink 2030 loh ini gue gembar gembor kontra sawiit biar tidak deforestasi liar + harus ketahanan pangan malah lu begini pres anjir;ENVIRONMENTAL_IMPACT;Negatif;Mengkritik kontradiksi dengan komitmen net zero sink 2030 dan ketahanan pangan
532;tvr 120 - dpr ri : waspada potensi trade off pada co - firing biomass;ENERGY_TECHNOLOGY;Netral;Memperingatkan potensi trade-off negatif dalam teknologi co-firing biomass
533;ini bisikan dari siape sih sampe beliau bisa ngomong begini apa tidak liat berita yang nyorot soal deforestasi karena sawit tahun kemarin 30.000 hektare hutan diubah buat sawit kata gua mah jangan ngayal tidak bakalan deforestasi pak noh hutan negara lu sudah pada botak;ENVIRONMENTAL_IMPACT;Negatif;Mengkritik dengan data konkret 30.000 hektare hutan yang rusak akibat sawit
534;bahlil lahadalia: tolong dicatat, ide pertama minta agar pilpres 2024 ditunda saya;GOVERNMENT_POLICY;Netral;Melaporkan pengakuan Bahlil tentang ide penundaan pilpres
535;yuk bersama mbah menuju climate change yang semakin parah mari hancurkan dunia;ENVIRONMENTAL_IMPACT;Negatif;Sarkasme pedas mengkritik sikap yang memperburuk perubahan iklim
536;lu tidak belajar biodiversitas apa anjing bego banget cok arghhh, cape cape ya gue semester kemaren belajar ilmu lingkungan dan salah satu project base gue bahas deforestasi;ENVIRONMENTAL_IMPACT;Negatif;Mengkritik dengan sangat kasar berdasarkan pengalaman belajar ilmu lingkungan
537;bahlil lahadalia bela jokowi soal tuduhan perpanjangan masa jabatan 3 periode;GOVERNMENT_POLICY;Netral;Melaporkan pembelaan Bahlil terhadap Jokowi tanpa opini
538;story titik2 aku, soal pendapat presiden 58% orang itu damn, adzab ajalah ya allah gausah taukut deforestasi, sawit kan juga pohon punya daun, fakkkk hutan itu ekosistem kompleks, banyak makhluk yang hidup di sana yang kalau di kebun sawit dianggap hama;ENVIRONMENTAL_IMPACT;Negatif;Mengkritik dengan ungkapan religius dan menjelaskan kompleksitas ekosistem hutan
539;goblok anying di papua sana penerbitan dokumen lingkungan hidup tanpa partisipasi masyarakat gitu jelas2 amdal nya cacat secara formil ya batal la dikira pembukaan lahan sawit bisa kali tanpa dilakukan deforestasi;ENVIRONMENTAL_IMPACT;Negatif;Mengkritik keras proses AMDAL yang cacat untuk pembukaan lahan sawit di Papua
540;52 gasuntukrakyat - 30 desember 2024 gas bumi untuk rakyat gas bumi adalah solusi energi bersih yang terjangkau untuk rakyat indonesia;ENERGY_ACCESS;Positif;Mempromosikan gas bumi sebagai solusi energi bersih untuk rakyat
541;sobat nusantara, pln nusantara power pln np semakin memperkuat komitmennya dalam mendukung transisi energi di indonesia dan kembali menambah portofolio bisnisnya dengan mengembangkan kawasan industri subang smartpolitan berbasis energi bersih;ENERGY_TECHNOLOGY;Positif;Melaporkan komitmen PLN dalam transisi energi dan pengembangan kawasan industri energi bersih
542;deforestasi tidak sekadar persoalan ada daun atau engga-nya saja wkwk bjir gini amat sudah;ENVIRONMENTAL_IMPACT;Negatif;Mengkritik penyederhanaan konsep deforestasi dengan nada mengejek
543;anti science another g word apa itu ekosistem, apa itu ekologi, apa itu forest, apa itu deforestasi, apa blio ini paham apa mgkin pemimpin tertinggi negeri ini tidak paham;ENVIRONMENTAL_IMPACT;Negatif;Mengkritik sebagai anti-sains dan mempertanyakan pemahaman dasar ekologi
544;pertagas beberkan tantangan di 2024, dari geopolitik-transisi energi;ENERGY_TECHNOLOGY;Netral;Melaporkan tantangan Pertagas dalam transisi energi tanpa opini
545;bajilak iki tulung menteri kehutanane di warahi pak presidene dampak nandur sawit ndek tanah dan lahan karo lingkungan sekitar piye nyegah deforestasi ki tidak mesti pokok nandur taneman yaallah iki akal2an ae ben entuk cuan dibanding nyegah deforestasi;ENVIRONMENTAL_IMPACT;Negatif;Mengkritik dengan bahasa Jawa tentang dampak sawit dan meminta menteri kehutanan mengedukasi presiden
546;ngapain ya gue capek2 ambil skripsi ttg deforestasi;ENVIRONMENTAL_IMPACT;Negatif;Mengungkapkan kekecewaan sebagai mahasiswa yang meneliti deforestasi
547;ni orang paham tidak sih artinya deforestasi;ENVIRONMENTAL_IMPACT;Negatif;Mempertanyakan pemahaman dasar tentang deforestasi
548;karakteristik geokimia organik pada formasi cibulakan di daerah cirebon, jawa barat;OTHER;Netral;Judul penelitian geologi tanpa kaitan langsung dengan EBT
549;ketua dpp partai golkar bahlil lahadalia menegaskan bahwa dirinya lah yang mengajukan ide untuk menunda waktu pemilihan presiden pilpres 2024;GOVERNMENT_POLICY;Netral;Melaporkan pengakuan Bahlil tentang ide penundaan pilpres
550;gas bumi adalah solusi energi bersih yang terjangkau untuk rakyat indonesia dengan kebijakan bebas ppn sesuai pp no 49 tahun 2022, pgn memastikan tidak ada tambahan beban pajak bagi pelanggan bumnuntukindonesia gasuntukrakyat pertamina energizingyou;ENERGY_ACCESS;Positif;Mempromosikan gas bumi dengan kebijakan bebas PPN untuk rakyat
551;2025: tahun perempuan bersinar dan berdaya tahun 2025 bukan hanya tentang resolusi, tapi tentang bagaimana perempuan mengambil peran lebih besar dalam hidup dan masyarakat mari kita mulai tahun ini dengan energi baru dan semangat untuk tumbuh;OTHER;Positif;Motivasi untuk perempuan dengan semangat energi baru tanpa kaitan EBT spesifik
552;pembukaan lahan untuk sawit itu kan dengan cara deforestasi yang mana akan merusak ekosistem, anak sma saja ngerti beginian dikira satu negara ni bodoh apa;ENVIRONMENTAL_IMPACT;Negatif;Mengkritik dengan membandingkan pemahaman anak SMA yang lebih baik
553;2025 tahunnya cpo kah deforestasi masif + carbon credit surplus;ENVIRONMENTAL_IMPACT;Negatif;Memprediksi dengan sinis tahun 2025 sebagai tahun deforestasi masif
554;gas bumi adalah solusi energi bersih yang terjangkau untuk rakyat indonesia dengan kebijakan bebas ppn sesuai pp no 49 tahun 2022, pgn memastikan tidak ada tambahan beban pajak bagi pelanggan kami: 810 ribu rumah tangga: energi bersih untuk dapur indonesia 2.600;ENERGY_ACCESS;Positif;Promosi lengkap gas bumi dengan data jumlah rumah tangga yang terlayani
555;terjadi erupsi g ibu pada hari selasa, 31 desember 2024, pukul 12:55 wit tinggi kolom abu teramati ± 500 m di atas puncak erupsi terekam di seismograf dengan amplitudo maksimum 28 mm dan durasi 91 detik;OTHER;Netral;Laporan aktivitas vulkanik tanpa kaitan EBT
556;terjadi erupsi g lewotobi laki-laki pada hari selasa, 31 desember 2024, pukul 12:26 wita erupsi terekam di seismograf dengan amplitudo maksimum 7.4 mm dan durasi 350 detik;OTHER;Netral;Laporan aktivitas vulkanik tanpa kaitan EBT
557;terjadi erupsi g semeru pada hari selasa, 31 desember 2024, pukul 11:03 wib erupsi terekam di seismograf dengan amplitudo maksimum 21 mm dan durasi 110 detik;OTHER;Netral;Laporan aktivitas vulkanik tanpa kaitan EBT
